id,country,year,cost_healthy_diet_ppp_usd,annual_cost_healthy_diet_usd,cost_vegetables_ppp_usd,cost_fruits_ppp_usd,total_food_components_cost,continent,cpi
919,Niger,2021,4.02,1467.3,0.53,0.81,1.34,Africa,
920,Niger,2022,4.48,1635.2,,,,Africa,
921,Niger,2023,4.68,1708.1999999999998,,,,Africa,
922,Niger,2024,4.98,1817.7,,,,Africa,
923,Nigeria,2017,2.78,1014.7,,,,Africa,
924,Nigeria,2018,2.96,1080.4,,,,Africa,
925,Nigeria,2019,3.16,1153.4,,,,Africa,
926,Nigeria,2020,3.41,1244.65,,,,Africa,
927,Nigeria,2021,3.76,1372.4,0.8,0.37,1.17,Africa,
928,Nigeria,2022,4.12,1503.8,,,,Africa,
929,Nigeria,2023,4.39,1602.35,,,,Africa,
930,Nigeria,2024,4.72,1722.8,,,,Africa,
931,North Macedonia,2017,3.29,1200.85,,,,Europe,110.934245
932,North Macedonia,2018,3.3,1204.5,,,,Europe,112.542712
933,North Macedonia,2019,3.48,1270.2,,,,Europe,113.426119
934,North Macedonia,2020,3.51,1281.15,,,,Europe,114.776231
935,North Macedonia,2021,3.84,1401.6,0.77,0.78,1.55,Europe,118.47654
936,North Macedonia,2022,4.47,1631.55,,,,Europe,135.311276
937,North Macedonia,2023,4.74,1730.1,,,,Europe,147.978998
938,North Macedonia,2024,4.85,1770.2499999999998,,,,Europe,
939,Norway,2017,3.32,1211.8,,,,Europe,114.550719
940,Norway,2018,3.43,1251.95,,,,Europe,117.717854
941,Norway,2019,3.53,1288.4499999999998,,,,Europe,120.269659
942,Norway,2020,3.61,1317.65,,,,Europe,121.81703
943,Norway,2021,3.63,1324.95,0.93,0.78,1.71,Europe,126.06099
944,Norway,2022,3.98,1452.7,,,,Europe,133.327301
945,Norway,2023,4.33,1580.45,,,,Europe,140.684101
946,Norway,2024,4.55,1660.75,,,,Europe,
947,Oman,2017,2.29,835.85,,,,Asia,
948,Oman,2018,2.39,872.35,,,,Asia,
949,Oman,2019,2.49,908.85,,,,Asia,
950,Oman,2020,2.48,905.2,,,,Asia,
951,Oman,2021,2.45,894.2500000000001,0.44,0.41,0.85,Asia,
952,Oman,2022,2.7,985.5,,,,Asia,
953,Oman,2023,2.87,1047.55,,,,Asia,
954,Oman,2024,3.03,1105.9499999999998,,,,Asia,
